username,rating,time,votes,comment
nyaro,3.8,2021/11/13,10,"得体のしれない巨人の恐怖から始まり、人間の絶望を描いていた本作ですが、エレン、アニの正体が１期で分かったところで「ん？」となったわけです。



　原作の話ですが１回目は本作でいうと確かライナーのところで断念しています。なのでアニメも見ていませんでした。

　今回も正直いって乗り切るのが辛かったです。ただ、３期以降の評判を信じてなんとか乗り越えました。　



{netabare}　本作を見たときに毛むくじゃらのデカいの巨人が出てきて、しゃべってました。知性があるじゃんと思います。で、壁が破られた感じがない。こいつも人間？って思いますよね。

　で、ユミルとクリスタの話を経て、超大型巨人と鎧の巨人ですね。この段階で巨人の得体のしれないのは相変わらずですが、なんとなく初めの恐怖感が薄らぎます。

「アレ、ひょっとして人間対人間？」

となります。まあ、隠そうともしていませんね。動けない巨人とか。



　初めから少なくともオカルトではなく、ＳＦということでしょうか。かなり設定を作り込んでいるので３期または４期で、理屈は出てくるのでしょうが、やっぱりがっかり感はありますね。

{/netabare}



　となるとロボットアニメをずらしただけですよね？ある日突然ガンダムに乗った少年が今まで勝てなかった敵と戦って救世主になったら、実はそれは親が作ったロボットでした。で、敵ロボットのパイロットが実は仲間だったという構造です。



　ただ、うーん、巨大な得体の知れない敵に突然変異のエレン、アニと人類の連合軍が挑む…という話かと思っていましたが…

　構造的に巨人への変身＝ロボットへの搭乗または魔法少女はほぼ確実みたいですね。



　であるなら、本作の中心である巨人の秘密、巨人の脅威の解決がエレンの選択に委ねられるかどうかですね。エレンが世界の事象つまり巨人という存在の原因または解決できる唯一の存在なら、世界系ですね。

　注射の問題とかあるのでそうかもしれません。ただ、そうなるとせっかく壁の中にいた意味がでてくるか、ですよね。



　世界系でも意味の持たせ方はあるんでしょうが…せっかくいろんなキャラがでてきてヒューマンドラマがあっても、解決がエレンの選択のみだったら結構しらけますよね。



　連載は震災前なので震災のメタファというわけではないんでしょうけど…。脱世界系を期待していたのでちょっと興がそがれました。　



　エレンが世界の中心、事象の特異点であっても、解決が成長と挫折、戦いの上に勝ち取る未来ならいいですが、パーソナルな事情や感情での選択だけはやめてほしいです。ただ、エレンの成長にあんまり焦点があたってないんですよね。戦い方くらいですかね。これは世界系の特徴ですね。成長が原因の解決ではないということでしょう。アルミンは随分成長してますけど。



　２期は伏線を張るだけ張って、終わってしまった気がします。この先に何か意外な展開があることを期待して、３期に移ります。"
ソース,4.0,2021/09/08,5,ライナーが正体を告白する場面、マフラーを巻いてくれて...の場面は進撃屈指の名シーンだと思ってる。
ftdCU91959,4.8,2021/03/23,7,"二期

女型巨人捕獲後からの話



感想

一期より面白くなってきた印象。

主人公だけでなく同期のキャラにも焦点が当たった話もあり、どれも感動できた。

ただ１番は、何もできない自分に嘆くエレンにミカサが言葉をかけるシーン。二期のなかで１番感動できた最高のシーンだったと思います。



まだまだ巨人のことについては謎が多いので、三期以降も楽しみです。"
「な」,3.4,2021/02/01,2,"二期はリアタイで一度中盤で切ってしまい、以降の内容はブログ等の文字で知っておいて、最終回だけ一応見た。三期にどハマリしてしまい、見返してみたが、切った理由が再確認できた。



謎が深まる一方で結局謎のまま終わっている。ほーん、とはなってものめり込むような物ではなかった。物語に進展が見られるわけでもない。最後はエレンの主人公パワーで助かるという、いかにもな展開。



楽しめる部分と言えば戦闘シーンくらいだが、これで12話は少し長かったな。"
ヘラチオ,3.8,2021/01/14,9,"2期目。終盤あたりの話以降は原作を読んでいないので、どうなるのかドキドキしつつ見ていた。



早く謎を明かしてくれ。猿が気になる。という気持ち。



今作も結構人が死んじゃうし、強い人の死に様が悲しすぎる。やっぱり辛いなあ。

それに、より登場人物の感情に焦点を当てている気がするから余計に。

ただ、話の流れでリヴァイの活躍少な目なのはちと物足りない。



{netabare}ユミルは小さめ俊敏巨人だし、宗教関連のせいで巨人になったような節があるから、人間を強制的に巨人にする何かがありそうだ。本名がヒストリアのクリスタも宗教の秘密を握っていそうだし。

鎧の巨人ライナー、超大型のベルトルトも訳知りぽくて早く教えてくれ。

エレンが最後に見せた巨人を操る能力もこれからの話において鍵を握ってきそうな予感。

壁の秘密も早く知りたい。{/netabare}





OP

心臓を捧げよ！　Linked Horizon

ED

夕暮れの鳥　神聖かまってちゃん

EDのサウンドが独特。神聖かまってちゃんは名前だけしか知らなかったけれど、独特な世界観を持っているんだなあ。





以下はアマゾンプライムから引用のあらすじ。

超大型巨人の出現により人類の平和と幻想が破られたあの日から、エレン・イェーガーの果てしない戦いの日々は続く……。抵抗する術もなく巨人の餌となった母の最期を目の当たりにして、この世から巨人を一匹残らず駆逐することを誓ったエレン。しかし、過酷な戦いの中で彼自身が巨人の姿に変貌してしまう――。人類の自由を勝ち取るために巨人の力を振るうエレンは、ウォール・シーナのストヘス区において「女型の巨人」と激突。巨人同士の激しい戦闘は、辛くもエレンの勝利となった。それでもエレンに、そして人類に、休息の時は訪れない。次なる戦いは既に始まりを告げている。ウォール・ローゼに迫り来る巨人の大群に、人類はどう立ち向かう!?





1. 獣の巨人

女型の巨人との戦闘の後、壁の中から発見された巨人。その正体を聞き出そうと、ハンジはニック司祭を激しく責め立てるが、ニックは脅しに屈することなく黙秘を貫くのだった。遡ること12時間前、ウォール・ローゼ南区で待機するコニーやサシャら104期生のもとに巨人が多数襲来したとの情報が伝えられる。巨人の群れが進む先には、コニーの故郷の村があった。コニーたちをそこへ向かわせるため、分隊長のミケがとった行動は……？



2. ただいま

巨人発見より５時間後、北の森に向かったサシャは故郷の村まで到達する。サシャの胸中によみがえる、父親との苦い思い出……。３年ぶりの故郷は最早、人の住める土地ではなく、その先に見つけた新しい村でサシャは凄惨な光景を目の当たりにする。一方で、急ぎウォール・ローゼをめざすエレンたちだったが、同行者の中には何故かニックの姿があった。ウォール教が知る壁の秘密を開示するべきか、彼は自分の目で確かめるという。



3. 南西へ

コニーの故郷に人影は一切なく、代わりに残されていたのは一体の巨人が仰向けに倒れた姿のみ。失意のコニーの耳に届く、微かな声。それは巨人が発したように思われたが……。時を同じくして、リコ率いる駐屯兵第一師団精鋭部隊は東防衛線で巨人と交戦し、ハンネス率いるウォール・ローゼ対策部隊は壁沿いの道を偵察するも未だ一匹の巨人とも遭遇しないままだった。それぞれに胸騒ぎを覚えたまま、巨人出現から最初の夜が訪れる。



4. 兵士

コニーやライナー、ベルトルトのいる南班、そしてクリスタとユミルがいた西班は暗闇の中で合流し、ウトガルド城という古城跡で共に夜を明かすことになった。だが、見張りが気づいたときには既に城の周りを大勢の巨人が取り囲んでいた。戦闘用の装備を持たない104期生たちは塔の中へ一時避難するが、突破されるのは時間の問題だった。巨人の侵入を防ごうと孤軍奮闘するライナー。彼の脳裏にフラッシュバックする記憶とは……？



5. ヒストリア

エレンたちがまだ訓練兵団だった頃。とある雪山での訓練を終えた後、ふと気づくとクリスタとユミルの姿が見えなくなっていた。クリスタは訓練中に体調を崩したダズのそばについていて、また、ユミルはそんなクリスタに付き合っているうちに遭難してしまったのだ。吹雪の中、すっかり日も暮れて、息も絶え絶えなダズを引きずって山のふもとをめざすクリスタ。このままでは３人とも助からないという状況で、クリスタのとった決断は!?



6. 戦士

ウトガルド城を取り囲んだ巨人の群れはユミルの活躍と、駆けつけた調査兵団の主力部隊によって撃退された。重傷を負ったユミルは治療のためトロスト区に送られることとなり、残った調査兵団は壁の修復作戦を再開することに。ところが、穴の位置を知らせに来たはずのハンネスは「穴はどこにもない」と報告する。穴がないのだとしたら、巨人はどうやって壁の内側に現れたのか？　疑問を抱えたまま、エレンたちはトロスト区で待機する。



7. 打・投・極

「鎧の巨人」と「超大型巨人」がエレンの目の前に出現。激昂したエレンはすぐさま巨人化し、鎧の巨人の顔面に拳を叩きこむ。一方、超大型巨人は調査兵団が待機していた壁を破壊し、昏睡状態のユミルを捕らえて自らの口の中に放り込むのだった。調査兵団はハンジの号令のもと、一斉に超大型巨人へ襲いかかるが、巨人が全身から蒸気を噴出させたため、近づくことすら不可能となった。その頃、鎧の巨人を相手に苦戦するエレンは……？



8. 追う者

エレン巨人は鎧の巨人をあと一歩のところまで追いつめたが、超大型巨人の頭部が落下してきたことにより形勢は逆転し、エレンは鎧の巨人に連れ去られてしまう。さらに、超大型巨人の発生させた熱と風圧が、その場にいた兵士たちに甚大なダメージを与える。倒れたミカサが目を覚ましたときには、既にエレンの敗北から５時間が経過していた。エレンを想って、涙するミカサ。そんなミカサやアルミンを、ハンネスは勇気づけるのだった。



9. 開口

鎧の巨人との戦いに敗れたエレンは、巨大樹の森で目を覚ます。そこにはエレンと同様に巨人化の能力を有する者たちがいた。巨人の巣窟となった森では、たとえ巨人になったとしても生き抜くことは困難であり、そもそも戦い終えたばかりのエレンには巨人になれるだけの体力はない。即ち今のエレンに出来ることは、巨人が動かなくなる夜まで大人しく待つことだけ。そんなエレンに、ある人物が「俺達の故郷に来てもらう」と語りかける。



10. 子供達

日没まであと１時間。調査兵団の精鋭たちがついに巨大樹の森に到達した。目的はあくまで戦闘ではなく、エレンを見つけ出し奪還すること。だが、それでも危険な作戦であることに変わりはない。そんな中で、クリスタだけは絶対に助け出さなければならないと、ユミルの心に焦りが生じていた。ユミルは思い出す。貧民街で暮らしていた幼い頃と、その後の数奇な運命、そしてクリスタとの出会いを――。はたして、ユミルはどう動くのか!?



11. 突撃

森に突入しようとしていたエルヴィンの前に姿を現す、鎧の巨人。その肩には、ある人物の背中に括りつけられたエレンの姿があった。巨人に連れ去られる前に、何としてでもエレンを救い出そうとする調査兵団。しかし、鎧の巨人とその協力者に攻撃を仕掛けるミカサを、もう一体の巨人が何度も妨害するのだった。その巨人を殺さなくてはならないと、敵意を剥き出しにするミカサ。彼女の前に立ち、戦いをやめるよう呼びかけたのは――!?



12. 叫び

エルヴィンが引き連れてきた巨人の大群が、鎧の巨人に襲いかかる。まるで地獄のような光景が繰り広げられる中、調査兵団はエレンの奪還に何とか成功した。だが、退避する兵たちに向けて、鎧の巨人が他の巨人を投げつけてくる。その衝撃で落馬したエレンとミカサの前に出現したのは、５年前のあの日、エレンの母・カルラを食った巨人だった。憎き仇との因縁に自らの手で決着をつけるため、エレンは巨人となって戦おうとするが……。"
Takaさん,3.6,2020/11/29,7,"今更感はあるけど見始めた。

なんか、同じ声優でも声微妙に変わってない？

エレンとハンジに違和感。



{netabare}

2期は、クリスタが主人公していた印象。

エレンは、ヒロインのままだけどｗ



2期で分かったのはエレンが巨人の始祖もしくは王族？の血筋。

ミカサにも秘密があるみたいだけどそれは1年後にTVでやるのねー

{/netabare}"
たま。,4.2,2020/11/14,3,"別冊少年マガジン連載。



1期後半から尻上がりに面白くなってきましたが、２期も物凄く面白かったです。

１期に比べ、話の幅画や広がりました。

巨人の謎、壁の外の世界など、物語のメインストーリーはなかなか進まず、チラ見せばかりで焦らされますが・・・。

鎧の巨人と超大型巨人の正体は良かったです。



３期も継続視聴予定です。



この物語は、世界系の話やバトルが好きな方にお勧めします。"
ライロキ,4.0,2020/06/27,16,"なんとなく謎がわかってきそうな感じもあったけど

更に謎が深まったところありました。

巨人化する人が色々出てきましたが、ユミルの巨人化した姿は

他の巨人化したのとは違って、少しかわいそうでしたね、

エレンやライナーやベルトルトやアニーはスタイルいいのに。

一番気に入っているシーンはライナーがエレンに自分が鋼鉄の

巨人であることを打ち明け、一緒に来ないか誘うシーンです。

どえらいことを、さも世間話のようにしゃべっているところは

シュールだし、それを見ているミカサの形相。ベルトルトの

驚きの表情。よくできたシーだと思います。"
ASKA,4.5,2020/05/28,19,"進撃の巨人の2期目。

1期は世界観、登場人物の紹介や序章という感じ。

この2期は色々とエレン、ミカサ、アルミン以外の調査兵団の過去や色々が明かされていて、見ごたえがあったし、巨人やこの世界の秘密にも触れていて楽しませてもらいました。1期と変わらず立体機動装置で飛び回る調査兵団と巨人とのバトルの作画も動いていて楽しめました。

3期目も観ていこうと思います。"
つむじ,3.7,2020/05/23,2,アクションといえばWITですね。見ていて気持ちのいいアクションでした。ただ、グロいは好んでみるタイプではないで、2期は見とくか、くらいのノリです。
退会済のユーザー,4.6,2020/01/30,0,見てない人は見たほうがいい。面白い。
luhuipeng3,5.0,2020/01/24,0,※項目の評価がわからない、評価したくない場合は、3.0を
DB,4.0,2020/01/02,1,これは続きを見ないといけないなと思っている作品。原作読んでいないので毎度毎度明かされる真実が興味深く面白く見させてもらっている。何となく悲しそうな未来が見えているような気がするけど、３期楽しみにしてます。
竜児,4.2,2019/12/01,1,リアルタイム視聴。一期と二期は３年半もインターバルがあったんだな。
STONE,4.7,2019/11/21,6,"原作は既読。

　1期でも人間対巨人のバトル中心から徐々にミステリー要素が加味されていたが、本作はそれが

より顕著に。

　一部の謎が明らかになると同時に、新たな謎が掲示されるといった具合で飽きさせない。

　この謎自体も誰が巨人なのかという局所的なものから、作品世界の全貌に関わるような大きな

ものまで幅広く、それも飽きさせない理由かも。

　明らかになった謎に関しては改めて細かい伏線が張り巡らせれていたことに感心。

　伏線と言えば、それがプロット、設定、世界観的なものだけでなく、キャラの心情的なものに

まで及んでおり、それがドラマの奥深さに効果を及ぼしているように思えた。



　キャラに関してはそれなりに印象には残っていたが、これまでストーリーの主筋にはあまり

絡んでいなかったライナー・ブラウン、ベルトルト・フーバー、ユミル、ヒストリア・レイス

(クリスタ・レンズ)といった本作のキーパーソンがやはり印象深く、単にストーリー上の重要人物と

いうだけでなく、それぞれの背景に伴う心情描写がまた興味深いものになっている。

　ヒストリアは1期においては可愛いマスコット的存在に過ぎなかったのに、ここに来てストーリー

上重要な存在に。更に成長譚という側面で観ると、本作と3期の前半に関しては第二の主人公と

言っても良さそう。

　ライナーとベルトルトに関してはついに巨人であることが判明したが、二人の真相や精神状態を

知ったうえで改めて1期からのこれまでを観ると二人の描写に関してはなかなか興味深いところが

多々。

　104期生のリーダー的存在だったライナーに対して、おとなしめな印象だったベルトルト

だったが、ライナーが心を病んでいることを考えると、ベルトルトの方が精神的にはタフだった

みたい。

　ライナーと言えば、ヒストリアに対しての結婚願望を思うシーンが1期からあるが、これまでは

殺伐とした場での脳天気な思いというギャップが生む一種のコミカル的要素として捉えていたが、

真相を知ってしまうと、ライナーの故郷帰還後の計画の一つのようで、ガラッと違った印象で見えて

しまうところが面白い。



　前述の4人には信念を持つ者、あるいは覚悟を決めた者の強さ、凄さ、怖さなどを感じることが

あったが、こういった部分は他を犠牲にしてもエレン・イェーガーを救おうとする

エルヴィン・スミス、善性を捨てたアルミン・アルレルト、過去の清算を果たそうとする

ハンネスなど、他のキャラでも随所に感じられた。エレン第一のミカサ・アッカーマンは

相変わらずだが。

　こうした強さを見せつつ、ミケ・ザカリアスやナナバの末路のようにこれまでの強さを感じられた

精神性がもろくも崩れていくのも、これまた人というものといった印象。



　長い話の一部を映像化したもので、その中ではそれなりにうまくまとまっていた感があるが、

あくまで前後あってのものといった印象。

　あと1期が2クールあっただけにどうしてもヴォリューム感の物足りなさは感じてしまう。



　もう一つ残念だったのがハンネス役が藤原 啓治氏から津田 健次郎氏に代わっていたこと。

　事情は重々承知しているので仕方ないことだと思っているし、個人的にはこういったキャスト

変更は割とすぐ馴染む方(最近だと「ちはやふる3」の原田 秀雄役の石塚 運昇氏から三宅 健太氏)

なのだが、本作の津田氏のハンネスは最後まで違和感が拭えなかった。津田氏がやるとどうも

カッコ良すぎてしまう。



2019/11/21"
ZORRRO,4.3,2019/08/05,7,"1期：巨人だぁー！きゃぁぁぁーー！！！

↓

2期：そもそも巨人の正体ってなんなんだ…





【ストーリー】



1期の後半から、2期の巨人や壁などの謎に触れていく伏線がありましたが、

2期ではそれを少しずつ深く掘り下げていく内容。3期でも継続されていきます。



2期のみ1クール構成で、作中「1歩前進した…」というセリフがありますが、

ものすごく濃密な1クールで見応えありました。視聴者目線は1歩どころじゃなかったです(笑)



1期であいつの正体は…！みたいな流れがあったと思います。

2期でも色々明らかになりますが、改めて1期を見返すとこれ伏線か…という箇所も。



1期に引き続き、驚きの展開続きで終始楽しめました。





【キャラ・声優】



これも改めて思うと、戦闘からの戦死者多いな、1期のキャラだいぶ減ったな…

って改めて感じました。

やはりその、誰が死ぬか分からん展開は今回も見どころですが、

なんといっても、1期の終盤で明らかになってきた、誰が裏切り者だ！

という目線で視聴者も見れるのが2期の見どころでした。しかしまだ謎が多いな。



ハンネスの声優さんは変更(当時休養中だった)

正直藤原啓治さんは声が大きな判断材料なので、声変わってて新キャラかと思いましたｗ

しかしこのハンネスおじさん、1期はあまり目立たなかったが2期では結構活躍します。



1期は訓練兵メインでしたが、2期以降調査兵団メインなのでリヴァイの出番増し増し。

リヴァイ推しはさぞ嬉しいでしょうなぁ。…まあ俺もリヴァイ推しなんだけど(引き続き)





【他】



作画も1期と同じく迫力あって素晴らしい。挿入歌もグッと来ました。





ストーリー、戦いが折り返しに来たのかなって感じ？

相変わらず続きを引き立てる演出、挿入が素晴らしかった。



リアタイ勢は2期でさえ4年越しか…俺は辛いかなｗ

3期も引き続き楽しみたいと思います。"
たわし（爆豪）,4.0,2019/07/21,17,"これだけ長く期間を空けるのは、原作を待っていると言うより、作画のクオリティーを上げて作品としての完成度を守るためだと思う。



これは「鋼の錬金術師」の時もそうだった気がする。



今年か来年に原作は終了し、アニメと同時に全巻を市場に売りに出す講談社の作戦だ。まさに社運をかけているとも言える。



なぜなら、いま漫画業界は全体的に風前の灯であり、これ以上の大ヒット作が今後出るかどうかもわからないのだから。



諫山さんと僕は同い年の３０代である。この人の作品は見た当初から、同じようなアニメや漫画に影響を受けて育っているのが如実に分かる。



「失われた２０年」の青春を送ってきた世代でもあるし、友人や会社の同僚が同じ話題で盛り上がったり、飲み会で意気投合したりせず、個々の思惑で勝手に動き回っている「蛸壺化した閉塞感」なども僕らの世代特有の感覚だ。

そうした現実を反映させシリアスに向き合って作品を作ったのが「進撃の巨人」なのだろう。



しかしなんだろう。。連載７年という時代の流れの中で、大ヒットはしているもののこの感覚のまま大人になっていった僕たちはそれでいいのだろうか？



何も変わらないままでいいのか？



漫画でどれだけ風呂敷をたためるのかは分からないが、たたみ方によっては



「世紀の傑作」か「世紀の駄作」になるか。。。。正直微妙な線を歩き続けている気がする。"
C.C,4.0,2019/06/12,3,"リヴァイ兵長とかいうキャラが人気らしく気になって軽い気持ちで、見て見たが面白すぎる！6年間わたしはなにをしていた…ｗ



シーズン②はしかし兵長出番少なめ、３に期待！"
kooodain,4.2,2019/05/18,5,"巨人の真実に少しづつですが迫っていきます。

1期ではエレンと女型巨人の謎みたいな感じでした。

2期ではより巨人とはどういうものか巨人の謎。

また巨人の裏に潜む謎など様々な謎に近づいていきます。

ただし一歩一歩……。



進行が遅いというわけではありません。

おそらくかなり壮大な作品ですので代償と得る物の対比が割に合いません。

まぁ相手が巨人ですからね…仕方のない事です。



真実に少しづつ近づきはします。

ですが更に謎が発生するという展開です。

まぁよくある展開ではありますがつまらなさはあんまりありません。



漫画原作を途中まで読みましたがアニメのクオリティが高過ぎです。

個人的には漫画全部をアニメ化してくれと言いたいです。

漫画の方はちょっと絵やら何やらが苦痛でしたので……。



しかし良くこのクオリティのまま制作進行出来るものですね。

他の作品にも分散注力してほしいものですよ…。



▼物語の評価

どんどん面白くなっていきます。

長い1期を全部耐えて？見るだけの物がそこにあります。

3期を見る為に見直しましたがやはり疲れますww

ですがその分だけ面白いのは間違いないです。

1期よりもシリーズ構成がよく出来ていたように思えます。

▼作画の評価

他の作品にも分けて欲しいと思う力の入れよう。

力が入りすぎてるというわけではなく7,8のクオリティがずっと維持されてる。

通常クオリティを5とした評価でです。

▼声優の評価

前作に引き続きとんでもない演技力ととても良い配役。

▼音楽の評価

OPはまぁ例のあの人です。一辺倒の曲で面白みがありません。

EDは少しまったりゆったりしすぎてませんかね……。

映像的に人類？の進化っぽい感じを出してるからそういう点では合っていますが…。

作品の内容や進行状態とは合っていません(¯□¯ )ﾊﾋ

▼キャラの評価

キャラは変わらず。

ミカサが可愛いカッコいい怖いのも相変わらず。

エルビンが狂ってるのも相変わらず。

全て相変わらずでいいキャラしてます。"
GJ,3.2,2019/05/12,2,1期の衝撃に比べると全体的に見劣り感は否めない。ただ立体機動の戦闘シーンは相変わらず迫力があったし、調査兵団がやられる残虐シーンも良かった。原作読んでて内容知ってたのも良くなかったかなぁ
プクミン,3.1,2019/02/21,7,"だって、作画がねぇ～…。

一応物語が進んだので1期よりは物語評価が0.5UPしてますが、OPが１期の方が好みだったので-0.5。



女型の巨人の正体を掴み、捕らえたところで１期が終わりましたが、２期は巨人を駆逐（主人公がそう言ってた）という方針から、巨人とは何ぞ？という調査に力を入れるようになります。



もちろん１期同様バトルはあります。

なので１期が面白いと感じたのならば２期もそのまま見て問題無く楽しめると思います。"
あっちゃん,4.6,2018/12/27,2,"【物語が急展開！進撃の面白さが詰まっています】

１期で大量にばらまかれた伏線を少しずつ回収していくのが

進撃の面白さなのですが、あまりの回収の遅さに

原作では断念してしまう人も...気持ちはわかる...



しかし回収のきれいさこそこの作品の見所。

２期にはその面白い部分が多く詰まっています！！！

（その分また謎もばらまかれるのですが笑）

というわけで１期を見ていないと何にもわかりません笑



さすがにこの作品を途中から見ようという人は

声優ヲタぐらいしかいないと思いますが、



純粋にストーリーを楽しもうと思って観ようとしているなら

絶対に１期をみておくべき。



【サントラも引き続き至高。】

今回のおすすめ曲は ""Barricades"" です。

エレンではなく、ヒストリアという少女の「自分らしく生きよう」という決意、

周囲への反抗の意志、強い闘志が現れた力強いボーカル曲です。



もう一つは""YouSeeBIGGIRL/T:Tという曲。

このシーズン中の最大の見せ場で流れる曲です。

どこか緊張感のあるしずかなメロディは何度聞いても

例のシーンの衝撃を脳裏にフラッシュバックさせます。



まずは１期を観よう！話はそれからだ！"
前田定満,3.8,2018/12/02,8,"作画に関しても今までと同様素晴らしいです。

文句の着けようがありません。



二期でキーとなるのはやはりライナーとベルベルト。

この二人が鎧の巨人、超大型巨人であったことが明かされます。

この二人が宿敵と分かり、戦った後エレンとライナーは感情をぶつけ合います。

この迫力はすごいです。

またここで大人気マルコの死の真相があかされます。



またこの二期で浮かび上がるのは巨人が人間であったという事実。

コニーの母親が巨人になった姿で見つかります。

ライナーとベルベルトが敵方と知ったとき、

コニーが母親を見たとき君たちはどんな気持ちで見てたのか？

コニーの気持ちになると胸が痛くなります。





そして新たなる脅威が現れます。

獣の巨人です。

鎧の巨人よりもサイズは大きく喋れます。

戦闘力も凄まじいです。

ミケが死ぬシーンは見ていられないくらい恐ろしかった。

あの叫び声はトラウマになります。

獣の巨人の声は子安さんが担当です。







この二期で最も称賛したいキャラはエルヴィン団長です。

右腕を巨人に噛まれながらも全力で司令を出す姿は

男の自分でも惚れてしまいそう。"
〇ｏjｉmａ,4.3,2018/10/26,63,"最後まで観ました。

相変わらず毎回の区切りが上手かった。

後半は巨人の謎がわかり{netabare} はじめてきた！訳ではなく、また謎を加えてきました。

ベルトルトとライナーがあの巨人。そして戦士？

ユミルとクリスタとの出会い。６０年土の中で眠っていた？

クリスタの本名はヒストリア？

そして、エレンの指示に従って巨人を襲う巨人

「座標がずれた」という意味{/netabare}

続きが観たいけれど、今回もがんばって我慢しますよー　2017/6/20





今期もⅠ期のような予想を裏切る（上回る）展開で毎回あっけにとられます

感想書いたらすぐネタバレになるほど内容が濃いです。

そして展開も早いです。



でも一番すごいと思うのはエンディングです。巨人が「なぜ生まれたか」のような映像ですが、「映像」と「音楽」両方合わせたところに絶望と悲壮感の中に希望を感じるところは凄いと感じます。

（申し訳ないですが「お気に入り曲」ではありませんけどね）2017.5.26



Ⅲ期は2018年8月放送。我慢しました。

次期2019年4月。我慢しますよ。"
oneandonly,3.8,2018/10/18,35,"世界観：７

ストーリー：６

リアリティ：６

キャラクター：７

情感：５

合計：３１



女型の巨人との戦闘の後、壁の中から発見された巨人。その正体を聞き出そうと、ハンジはニック司祭を激しく責め立てるが、ニックは脅しに屈することなく黙秘を貫くのだった。遡ること12時間前、ウォール・ローゼ南区で待機するコニーやサシャら104期生のもとに巨人が多数襲来したとの情報が伝えられる。巨人の群れが進む先には、コニーの故郷の村があった。コニーたちをそこへ向かわせるため、分隊長のミケがとった行動は……？

（公式サイトより）



第１期はあにこれ評価4.2とした作品であり、第２期も楽しみにしていたので、シーズン中に一度追いついておくこととしまして、２期は26話から開始で、34話までの感想が下記でした。



相変わらず立体起動装置でのアクションにスピード感、躍動感があっていいですね。作画兵団が頑張ってくれています。



ストーリーは、{netabare}仲間の中からも巨人化する人間が複数出現してきて、言葉を喋って馬を投げ付ける獣の巨人が登場してきて、真相がつかめないまま混乱している状態です。早く地下室に行けと。



リアリティ面では気にかかったことがありました。壁が硬質化した巨人でできているという話、成分が同じだからとかいう説明で皆納得しているのですが、ちょっと待ってほしい。巨人が人柱になったとして、あんなに綺麗な壁になるわけはないと思うのですが。誰かが削って綺麗な平面にしたんでしょうか？　100年前に壁を築いたという話だったと思うのですが、100年前程度であれば、巨人で壁を作ったということは文献や伝聞で残るのが普通だと思います。



そもそも、巨人から身を守るための壁が巨人でできていて、壁の中でも仲間の中からも巨人が発生するという展開に、何と戦っているのか、この物語の行き着くべき到着点がわからなくなってきています。ライナーの裏切りなどは、正直、ちゃんとこれまでの話に整合しているのかなと思いますし、面白いので今は良いですが、風呂敷を畳めるのかなぁとも。



キャラクターは、コニーやサシャ、ユミルなどにスポットが当たり、{/netabare}脇役が掘り下げられているのは良い傾向ですね。



ＯＰは１期のＯＰに似ていて、耳が慣れてからは良くなっていますが、少しインパクトは落ちた気がします。

引き続き楽しみにしていきましょう。



-----

37話まで見終えて。

正直なところ、ここで２期終わりだったのか、という印象。物語の進展はゆっくりですが、３期もあるそうなのでそこは問題ないでしょう。



原作未読ですが、{netabare}コニーの村の話で締めとなったことから、人間が巨人になったってことで良いのでしょう（原因、理由はともかく）。何となく、獣の巨人はエレンの父なのではないかと思いましたが、どうなんでしょうかね？{/netabare}



（参考評価推移：26～37話4.1→調整3.9→調整3.8）

（2017.5～6視聴）



＜2018.8.15、10.18追記＞

３期や他の作品との比較を踏まえて評価を調整します。"
姶良,4.1,2018/10/07,2,"兵士として過ごすうちに罪悪感で、戦士としての自分を忘れかけていたライナーの弱さに好感を持ってしまい、途中からライナーとベルトルトを応援していました。「頑張れ！上手く逃げろ！エレンを渡すな！！」「アニのことを持ち出すとは卑怯だぞ！！」って感じで笑

だから、最後兵団にエレンを奪取されて残念( ˊᵕˋ ;)



それから、1話目むごかったですね…声優さんの演技も相まってほんとむごい…"
ニワカオヤジ,3.9,2018/09/13,21,"1期と違って1クールしかなく、え？もう終わり？という感覚でした。まあそれだけ内容が濃くて面白かったということですが。





以下は、原作未読、3期もまだ見てませんので的外れな意見かも知れませんが…



・巨人化インフレ

{netabare}巨人化する人間が多すぎて、しかも巨人化するのが普通に人間味のある人物であるため、巨人のありがたみ、というか圧倒的な恐怖感みたいなものが薄れてきました。{/netabare}



・戦死者インフレ

調査兵団は毎回大量に戦死しますが、一向に人数が減る気配がないので、「死」が軽くなってきたようです。

1期で{netabare}リヴァイ班が全滅したときなど{/netabare}は本当にショックで数日間は立ち直れなかったのですが、2期では、例えば{netabare}ナナバとか、「あ、こいつもうすぐ死ぬな」と分かるようになりました。{/netabare}

「俺、この戦いが終わったら結婚するんだ」とか言うならまだしも、名前が出てきたりちょっと台詞が増えるだけで死亡フラグとか、登場人物にとってはやりきれないですね。



それにしても、女性が悲惨な死に方をするのは見ていて不快です。閉鎖的社会で人類が減少していく世界なので、女性は子孫を残すという非常に大切な役割を担っているはずであり、最前線で戦うのは男に任せて欲しいと思います。"
オカルトマン,4.5,2018/08/19,5,2期は1期より面白くないって前情報だったけど、毎回次回が気になる終わり方してて予想以上に面白かった。
ロリルス,4.7,2018/08/19,1,結果を知って改めて動画を見たら、あまりぞっとしないね
